                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 0.3359,                0.22366,                0.84329,                0.98029,                0.94944,                0.97368,                0.92011,                 0.2726,                 0.1704,                0.85589,               0.002377,               0.002377,               0.002377
                    157,                0.33922,                0.22718,                0.84255,                0.96846,                 0.9522,                0.97237,                0.91941,                0.26895,                0.17933,                0.85609,              0.0023275,              0.0023275,              0.0023275
                    158,                0.32088,                0.21842,                0.83909,                0.97945,                 0.9525,                0.97424,                0.91931,                0.26743,                0.16728,                0.85553,               0.002278,               0.002278,               0.002278
                    159,                0.33232,                0.22356,                0.84271,                0.97203,                0.95624,                0.97395,                 0.9184,                0.26813,                 0.1699,                0.85323,              0.0022285,              0.0022285,              0.0022285
                    160,                0.32058,                 0.2162,                0.83593,                0.97723,                0.95136,                0.97381,                0.92135,                0.26155,                0.16665,                0.85232,               0.002179,               0.002179,               0.002179
                    161,                0.32055,                0.21791,                0.83807,                0.98184,                0.94923,                0.97425,                0.91996,                0.26272,                0.16726,                0.85322,              0.0021295,              0.0021295,              0.0021295
                    162,                0.32284,                0.21814,                0.83512,                0.97613,                0.95754,                0.97448,                0.92013,                0.26435,                0.17015,                0.85285,                0.00208,                0.00208,                0.00208
                    163,                0.32393,                 0.2199,                0.83847,                0.97237,                 0.9563,                0.97304,                0.92051,                0.25965,                0.16709,                0.85156,              0.0020305,              0.0020305,              0.0020305
                    164,                0.32206,                 0.2174,                0.83725,                0.97792,                0.95572,                0.97384,                0.92065,                0.25837,                0.16904,                0.85238,               0.001981,               0.001981,               0.001981
                    165,                0.32343,                0.21612,                0.84105,                0.98115,                0.94997,                0.97357,                0.92101,                0.26834,                0.16857,                 0.8536,              0.0019315,              0.0019315,              0.0019315
                    166,                0.32583,                0.21758,                0.83731,                0.97887,                 0.9541,                0.97576,                0.92343,                0.26294,                0.16249,                0.85156,               0.001882,               0.001882,               0.001882
                    167,                0.31459,                0.21077,                0.83403,                0.98102,                0.95728,                0.97558,                0.92119,                0.25804,                0.16191,                0.85269,              0.0018325,              0.0018325,              0.0018325
                    168,                0.31602,                0.21325,                0.83396,                0.98194,                0.95147,                0.97386,                0.92112,                0.25861,                0.16517,                0.85407,               0.001783,               0.001783,               0.001783
                    169,                0.31232,                0.21233,                0.83413,                0.98192,                0.95018,                0.97393,                0.92196,                  0.257,                0.16323,                0.85218,              0.0017335,              0.0017335,              0.0017335
                    170,                0.32339,                 0.2159,                0.83955,                 0.9756,                0.95422,                0.97521,                0.92347,                0.25495,                0.16014,                0.85096,               0.001684,               0.001684,               0.001684
                    171,                0.31549,                0.21415,                0.83821,                0.97787,                0.94883,                0.97468,                 0.9226,                  0.259,                0.16198,                 0.8535,              0.0016345,              0.0016345,              0.0016345
                    172,                0.31808,                0.21643,                0.83669,                0.97989,                0.95399,                0.97373,                0.92215,                0.25033,                0.16075,                0.85055,               0.001585,               0.001585,               0.001585
                    173,                0.31439,                0.21213,                 0.8371,                0.97795,                0.95369,                0.97415,                0.92144,                0.25146,                0.16069,                 0.8507,              0.0015355,              0.0015355,              0.0015355
                    174,                0.30256,                0.20557,                0.83222,                0.98078,                0.95169,                0.97452,                0.91798,                0.25409,                0.15926,                0.85254,               0.001486,               0.001486,               0.001486
                    175,                 0.3044,                0.20677,                0.83185,                0.97284,                0.95854,                 0.9758,                0.92201,                0.25056,                0.15965,                0.84793,              0.0014365,              0.0014365,              0.0014365
                    176,                0.30582,                 0.2095,                0.83322,                0.97933,                0.95282,                0.97278,                0.91982,                0.25055,                0.16321,                 0.8507,               0.001387,               0.001387,               0.001387
                    177,                0.30754,                0.20716,                0.83571,                0.98117,                0.95437,                0.97474,                 0.9225,                0.24878,                0.16031,                0.85151,              0.0013375,              0.0013375,              0.0013375
                    178,                0.30196,                0.20482,                0.83012,                0.98317,                0.95404,                0.97489,                 0.9229,                 0.2508,                0.16058,                0.85301,               0.001288,               0.001288,               0.001288
                    179,                0.30651,                0.20617,                0.83215,                0.98131,                0.95284,                 0.9757,                0.92325,                0.25483,                0.16362,                0.85181,              0.0012385,              0.0012385,              0.0012385
                    180,                0.30075,                0.20626,                0.83238,                0.98185,                0.95326,                0.97476,                0.92159,                0.25436,                0.16354,                0.85245,               0.001189,               0.001189,               0.001189
                    181,                0.29559,                0.20402,                0.83239,                0.98209,                 0.9499,                 0.9728,                0.91958,                0.25323,                0.16215,                0.85298,              0.0011395,              0.0011395,              0.0011395
                    182,                0.30454,                0.20473,                0.83441,                0.98078,                0.95137,                0.97388,                 0.9217,                0.25311,                0.16262,                0.85452,                0.00109,                0.00109,                0.00109
                    183,                0.29292,                 0.2022,                 0.8293,                0.97384,                0.95506,                0.97283,                0.91938,                0.24964,                 0.1607,                0.85075,              0.0010405,              0.0010405,              0.0010405
                    184,                0.30127,                0.20563,                0.83348,                0.97383,                0.95359,                0.97245,                0.91991,                0.25078,                0.16479,                0.85289,               0.000991,               0.000991,               0.000991
                    185,                0.30223,                0.20308,                0.83227,                0.97966,                0.95341,                0.97333,                0.92118,                0.25285,                0.16541,                0.85309,              0.0009415,              0.0009415,              0.0009415
                    186,                0.29156,                0.19782,                0.82729,                 0.9759,                0.95645,                0.97357,                0.92282,                0.25097,                0.16237,                 0.8532,               0.000892,               0.000892,               0.000892
                    187,                0.29536,                0.20223,                0.82936,                0.97518,                 0.9549,                0.97339,                0.92074,                0.24835,                0.15821,                0.85212,              0.0008425,              0.0008425,              0.0008425
                    188,                0.29124,                 0.1987,                   0.83,                0.97679,                0.95651,                 0.9732,                0.92034,                0.25027,                0.15913,                0.85204,               0.000793,               0.000793,               0.000793
                    189,                0.29251,                0.19784,                0.82848,                0.97522,                 0.9564,                0.97427,                 0.9213,                0.25331,                0.16157,                0.85133,              0.0007435,              0.0007435,              0.0007435
                    190,                0.29608,                 0.1992,                0.83296,                0.97243,                0.95849,                0.97422,                0.92199,                0.24858,                0.15998,                0.85048,               0.000694,               0.000694,               0.000694
                    191,                 0.2731,                0.17643,                0.81872,                0.97605,                0.95948,                0.97329,                0.92049,                0.26032,                0.16297,                0.85114,              0.0006445,              0.0006445,              0.0006445
                    192,                0.26691,                0.17135,                0.81323,                0.98106,                0.95751,                0.97422,                0.92155,                0.25493,                0.15989,                0.85268,               0.000595,               0.000595,               0.000595
                    193,                0.26494,                0.17204,                0.81398,                0.98077,                0.95769,                0.97443,                0.92008,                 0.2528,                 0.1595,                0.85297,              0.0005455,              0.0005455,              0.0005455
                    194,                0.26222,                0.16875,                0.81304,                0.98254,                0.95528,                0.97556,                0.92275,                0.25081,                0.15857,                  0.852,               0.000496,               0.000496,               0.000496
                    195,                0.26024,                0.16861,                0.81402,                0.98197,                0.95596,                0.97474,                0.92269,                0.25195,                0.15925,                0.85216,              0.0004465,              0.0004465,              0.0004465
                    196,                0.25763,                0.16696,                0.81132,                0.97939,                  0.955,                0.97397,                0.92196,                0.25143,                0.15986,                0.85229,               0.000397,               0.000397,               0.000397
                    197,                0.25493,                0.16501,                0.81476,                0.98196,                0.95164,                0.97493,                0.92329,                 0.2457,                0.15737,                0.85112,              0.0003475,              0.0003475,              0.0003475
                    198,                0.25141,                0.16368,                0.81471,                0.97819,                0.95517,                0.97498,                0.92309,                0.24706,                0.15782,                0.85107,               0.000298,               0.000298,               0.000298
                    199,                0.24856,                0.16185,                0.81315,                0.97873,                0.95583,                0.97547,                0.92315,                0.24911,                0.15896,                0.85192,              0.0002485,              0.0002485,              0.0002485
                    200,                0.24925,                0.16262,                 0.8102,                0.98061,                0.95446,                0.97486,                0.92334,                0.24728,                0.15716,                 0.8518,               0.000199,               0.000199,               0.000199
